category,question,answer
대학원#교학팀,일반ㆍ경영행정복지대학원 자료실에 대해 알고 싶습니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""일반ㆍ경영행정복지대학원 자료실""}, {""type"": ""text"", ""text"": ""원하는 버튼을 누르세요.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""학생관련서식"", ""value"": ""일반ㆍ경영행정복지대학원의 학생관련서식에 대해 알고 싶습니다.""}, {""type"": ""postback"", ""text"": ""교원관련서식"", ""value"": ""일반ㆍ경영행정복지대학원의 교원관련서식에 대해 알고 싶습니다.""}]}]}]"
대학원#교학팀,일반ㆍ경영행정복지대학원의 학생관련서식에 대해 알고 싶습니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""일반ㆍ경영행정복지대학원 학생관련서식""}, {""type"": ""text"", ""text"": ""해당사이트로 안내하겠습니다.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""web_url"", ""text"": ""학생관련서식"", ""url"": ""http://www.semyung.ac.kr/cop/bbs/BBSMSTR_000000000419/selectBoardList.do""}]}]}]"
대학원#교학팀,일반ㆍ경영행정복지대학원의 교원관련서식에 대해 알고 싶습니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""일반ㆍ경영행정복지대학원 교원관련서식""}, {""type"": ""text"", ""text"": ""해당사이트로 안내하겠습니다.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""web_url"", ""text"": ""교원관련서식"", ""url"": ""http://www.semyung.ac.kr/cop/bbs/BBSMSTR_000000000420/selectBoardList.do""}]}]}]"
대학원#교학팀,일반ㆍ경영행정복지대학원의 특별과정에 대해 알고 싶습니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""일반ㆍ경영행정복지대학원 특별과정""}, {""type"": ""text"", ""text"": ""원하는 버튼을 누르세요.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""공지사항"", ""value"": ""특별과정 공지사항에 대해 알려주세요.""}, {""type"": ""postback"", ""text"": ""모집요강"", ""value"": ""특별과정 모집요강에 대해 알려주세요.""}]}]}]"
대학원#교학팀,특별과정 공지사항에 대해 알려주세요.,"[{""elements"": [{""type"": ""title"", ""text"": ""특별과정 공지사항""}, {""type"": ""text"", ""text"": ""해당사이트로 안내하겠습니다.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""web_url"", ""text"": ""특별과정 공지사항"", ""url"": ""http://www.semyung.ac.kr/cop/bbs/BBSMSTR_000000000547/selectBoardList.do""}]}]}]"
대학원#교학팀,특별과정 모집요강에 대해 알려주세요.,"[{""elements"": [{""type"": ""title"", ""text"": ""특별과정 모집요강""}, {""type"": ""text"", ""text"": ""해당사이트로 안내하겠습니다.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""web_url"", ""text"": ""특별과정 모집요강"", ""url"": ""http://www.semyung.ac.kr/cop/bbs/BBSMSTR_000000000545/selectBoardList.do""}]}]}]"
저널리즘스쿨대학원#저널리즘스쿨대학원,저널리즘스쿨대학원에 대해 알려주세요.,"[{""elements"": [{""type"": ""title"", ""text"": ""저널리즘스쿨대학원 설립취지""}, {""contents"": [{""elements"": [{""type"": ""title"", ""text"": ""한국 언론교육의 신기원을 열겠습니다.""}, {""type"": ""text"", ""text"": ""세명대 저널리즘스쿨은 국내 최초로 철저한 실무 중심 교육을 통해 예비언론인을 양성하는 대학원입니다. 세명대 저널리즘스쿨대학원은 뛰어난 역량을 가진 언론인, 국민의 알 권리를 철저히 받들되 개인의 인권과 명예도 소중히 할 줄 아는 양심적 언론인을 길러내기 위해 설립되었습니다. 학생에게는 언론사 입사의 관문을 열어주고, 언론사에는 실무능력과 도전정신을 겸비한 신진인력을 공급하는 인재의 보고가 되겠습니다.\n우리 저널리즘스쿨은 크게 세 가지 능력과 덕목을 갖춘 인재를 길러낼 것입니다. 첫째, 멀티미디어 시대에 걸맞게 어느 현장에 투입되어도 당당히 제 몫을 해낼 수 있는 실무능력을 갖춘 인재입니다. 둘째, 폭넓은 인문사회학적 소양과 역사의식, 윤리의식을 갖춘 인재입니다. 셋째, 세계 어느 곳에서 벌어지는 사건사고도 능숙하게 취재보도할 수 있는 외국어능력을 갖춘 인재입니다.""}]}, {""elements"": [{""type"": ""title"", ""text"": ""언론계 출신 교수진과 현직 언론인이 가르칩니다.""}, {""type"": ""text"", ""text"": ""21세기는 지방의 시대입니다. 우리 저널리즘스쿨은 정통 저널리즘 대학원으로서 ‘지방에 최고가 있는 시대’를 열겠습니다. 교수진은 국내 주요매체에서 일이십년간 취재보도와 제작, 데스크와 칼럼니스트 경력을 쌓은 뒤 석,박사학위를 취득한 사람들로 구성됐습니다. 장기간 언론 실무경력을 가진 교수요원이 전혀 없거나 극소수에 불과한 여타 언론대학원들과 세명대 저널리즘스쿨이 확연히 구별되는 점입니다.\n우리는 연구기관이 아니라 교육기관임을 자임하고 좋은 언론인을 길러내는 데 모든 교육역량을 투입하고자 합니다. 한국에서 저널리즘 교육의 본산이 되고 외국의 명문 저널리즘스쿨과 어깨를 겨루는 교육기관이 되고자 합니다.?\n또 외국인교수 2명은 학생들이 세계를 누비며 취재할 수 있는 영어실력과 국제감각을 길러줄 것입니다. 세명 저널리즘스쿨은 신문/방송기자, PD, 인터넷과 포털 등 다양한 영역에서 가장 탁월하다고 인정받는 한국의 대표적 언론인들을 초빙/겸임/특강 교수진으로 영입했습니다. 학생들은 이들 현직 언론인의 열정적 지도 아래 ‘언론계가 가장 필요로 하는 인재’로 성장할 것입니다.?""}]}, {""elements"": [{""type"": ""title"", ""text"": ""기숙사를 무료로 제공하고 파격적인 장학혜택을 줍니다.""}, {""type"": ""text"", ""text"": ""세명대의 대원교육재단은 저널리즘스쿨이 우수한 인재를 뽑아 대한민국 최고의 언론인 재목으로 길러낼 수 있도록 학생 전원에게 기숙사 숙식을 무료 제공하며, 파격적인 장학 혜택을 부여합니다. 학생들은 쾌적한 캠퍼스에서 최소의 경제적 부담으로 최고 수준의 교육을 받게 됩니다. ‘멘토’ 역할의 전임교수가 일대일 지도를 통해 학생이 희망하는 분야로 진로를 이끌어 줍니다. 재학 중 언론사에 입사하는 학생들도 원격교육과 교수들의 개별지도를 통해 졸업요건에 해당하는 학점을 취득하면 석사학위를 취득할 수 있습니다.\n충격적인 사건 사고와 쏟아지는 정보의 홍수 속에서 세상을 제대로 바라볼 수 있는 눈이 어느 때보다 절실한 시대입니다. 사람과 세상을 이어주는 언론의 바른 역할이 더욱 소중해지고 있습니다. ‘도제식’ ‘주먹구구식’ 기자교육이 만들어 낸 한국언론의 현실은 이런 시대적 요구와 동떨어져 있습니다. 실력과 양식을 갖춘 언론인을 길러내는 세명 저널리즘스쿨대학원은 우리 사회의 발전과 도약을 위한 ‘조용한 혁명’의 진원지가 될 것입니다.""}]}], ""type"": ""carousel""}]}]"
저널리즘스쿨대학원#저널리즘스쿨대학원,저널리즘스쿨대학원 교과과정을 알고 싶습니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""저널리즘스쿨대학원 교과과정""}, {""type"": ""text"", ""text"": ""원하는 버튼을 누르세요.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""교육일정"", ""value"": ""저널리즘스쿨대학원의 교육일정이 궁금합니다.""}, {""type"": ""postback"", ""text"": ""교과내용"", ""value"": ""저널리즘스쿨대학원의 교과내용이 궁금합니다.""}, {""type"": ""postback"", ""text"": ""강의시간표"", ""value"": ""저널리즘스쿨대학원의 강의시간표가 궁금합니다.""}]}]}]"
저널리즘스쿨대학원#저널리즘스쿨대학원,저널리즘스쿨대학원의 교육일정이 궁금합니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""저널리즘스쿨대학원 교육일정""}, {""type"": ""text"", ""text"": ""원하는 버튼을 누르세요.""}, {""type"": ""buttons"", ""layout"": ""vertical"", ""elements"": [{""type"": ""postback"", ""text"": ""1학기"", ""value"": ""저널리즘스쿨대학원 1학기 교육일정이 궁금합니다.""}, {""type"": ""postback"", ""text"": ""2학기"", ""value"": ""저널리즘스쿨대학원 2학기 교육일정이 궁금합니다.""}, {""type"": ""postback"", ""text"": ""3학기"", ""value"": ""저널리즘스쿨대학원 3학기 교육일정이 궁금합니다.""}, {""type"": ""postback"", ""text"": ""4학기"", ""value"": ""저널리즘스쿨대학원 4학기 교육일정이 궁금합니다.""}]}]}]"
저널리즘스쿨대학원#저널리즘스쿨대학원,저널리즘스쿨대학원 1학기 교육일정이 궁금합니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""저널리즘스쿨대학원 1학기 교육일정""}, {""type"": ""text"", ""text"": ""<table style=\""text-align:center; width:100%\"" border=1>                        <colgroup>     <col style=\""width: 10%;\"">     <col style=\""width: 40%;\"">     <col style=\""width: 50%;\"">     </colgroup>     <thead>     <tr>     <th scope=\""col\"" style=\""height: 22px; width: 90px;\"">구분</th>     <th scope=\""col\"" style=\""height: 22px; width: 360px;\"">    <p style=\""text-align: center;\"">교과목명 </p></th>     <th scope=\""col\"" style=\""height: 22px; width: 450px;\"">    <p style=\""text-align: center;\"">교과목명 영문표기</p></th>     </tr>     </thead>     <tbody>     <tr>     <td rowspan=\""11\"" colspan=\""1\"" style=\""height: 827px; width: 90px;\"">전공<br>    선택</td>    <td style=\""height: 75.1818px; width: 360px;\"">    <p style=\""text-align: center;\"">취재보도론</p></td>    <td style=\""height: 75.1818px; width: 450px;\"">    <p style=\""text-align: center;\"">Introduction to Reporting and Writing</p></td>    </tr>     <tr>     <td style=\""height: 75.1818px; width: 360px;\"">    <p style=\""text-align: center;\"">한국사회이슈와 칼럼쓰기</p></td>    <td style=\""height: 75.1818px; width: 450px;\"">    <p style=\""text-align: center;\"">Korean Issues and Column Writing</p></td>    </tr>     <tr>     <td style=\""height: 75.1818px; width: 360px;\"">    <p style=\""text-align: center;\"">탐사보도 이론과 도구</p></td>    <td style=\""height: 75.1818px; width: 450px;\"">    <p style=\""text-align: center;\"">Investigative Reporting Theory &amp; Tools</p></td>    </tr>     <tr>     <td style=\""height: 75.1818px; width: 360px;\"">    <p style=\""text-align: center;\"">경제사회쟁점토론</p></td>    <td style=\""height: 75.1818px; width: 450px;\"">    <p style=\""text-align: center;\"">Discussions of Business and Social Issues</p></td>    </tr>     <tr>     <td style=\""height: 75.1818px; width: 360px;\"">    <p style=\""text-align: center;\"">방송제작론</p></td>    <td style=\""height: 75.1818px; width: 450px;\"">    <p style=\""text-align: center;\"">Creativity in Broadcast production</p></td>    </tr>     <tr>     <td style=\""height: 75.1818px; width: 360px;\"">    <p style=\""text-align: center;\"">저널리즘특강과 기사쓰기</p></td>    <td style=\""height: 75.1818px; width: 450px;\"">    <p style=\""text-align: center;\"">Creativity and Writing in journalism</p></td>    </tr>     <tr>     <td style=\""height: 75.1818px; width: 360px;\"">    <p style=\""text-align: center;\"">방송작문실습</p></td>    <td style=\""height: 75.1818px; width: 450px;\"">    <p style=\""text-align: center;\"">Writing for PD &amp; Reporter: Practice</p></td>    </tr>     <tr>     <td style=\""height: 75.1818px; width: 360px;\"">    <p style=\""text-align: center;\"">농업농촌문제 세미나</p></td>    <td style=\""height: 75.1818px; width: 450px;\"">    <p style=\""text-align: center;\"">Agricultural and Rural Affairs Seminar</p></td>    </tr>     <tr>     <td style=\""height: 75.1818px; width: 360px;\"">    <p style=\""text-align: center;\"">서양문명과 미디어리터러시</p></td>    <td style=\""height: 75.1818px; width: 450px;\"">    <p style=\""text-align: center;\"">Western Civilization &amp; Media Literacy</p></td>    </tr>     <tr>     <td style=\""height: 75.1818px; width: 360px;\"">    <p style=\""text-align: center;\"">국제취재기초(영어강의)</p></td>    <td style=\""height: 75.1818px; width: 450px;\"">    <p style=\""text-align: center;\"">Basic Skills for International News Gathering</p></td>    </tr>     <tr>    <td rowspan=\""1\"" style=\""height: 75.1818px; width: 360px;\"">    <p style=\""text-align: center;\"">방송PD연출론&nbsp;</p></td>    <td rowspan=\""1\"" style=\""height: 75.1818px; width: 450px;\"">    <p style=\""text-align: center;\"">Direction Fundamentals for Broadcasting Producer</p></td>    </tr>    </tbody>     </table>""}]}]"
저널리즘스쿨대학원#저널리즘스쿨대학원,저널리즘스쿨대학원 2학기 교육일정이 궁금합니다.,"[{""elements"": [{""type"": ""title"", ""text"": ""저널리즘스쿨대학원 2학기 교육일정""}, {""type"": ""text"", ""text"": ""<table style=\""text-align:center; width:100%\"" border=1>                     <colgroup> <col style=\""width: 10%;\""> <col style=\""width: 40%;\""> <col style=\""width: 50%;\""> </colgroup> <thead> <tr> <th scope=\""col\"" style=\""height: 22px; width: 90px;\"">구분</th> <th scope=\""col\"" style=\""height: 22px; width: 357px;\""><p style=\""text-align: center;\"">교과목명 </p></th> <th scope=\""col\"" style=\""height: 22px; width: 446px;\""><p style=\""text-align: center;\"">교과목명 영문표기</p></th> </tr> </thead> <tbody> <tr> <td rowspan=\""20\"" colspan=\""1\"" style=\""height: 1384px; width: 90px;\"">전공<br>선택</td><td style=\""height: 69.2px; width: 357px;\""><p style=\""text-align: center;\"">탐사보도실습</p></td><td style=\""height: 69.2px; width: 446px;\""><p style=\""text-align: center;\"">Investigative Reproting: Practice</p></td></tr> <tr> <td style=\""height: 69.2px; width: 357px;\""><p style=\""text-align: center;\"">언론과 한국사회</p></td><td style=\""height: 69.2px; width: 446px;\""><p style=\""text-align: center;\"">Korean Society and Journalism</p></td></tr> <tr> <td style=\""height: 69.2px; width: 357px;\""><p style=\""text-align: center;\"">저널리즘이론특강</p></td><td style=\""height: 69.2px; width: 446px;\""><p style=\""text-align: center;\"">Theory of Journalism</p></td></tr> <tr> <td style=\""height: 69.2px; width: 357px;\""><p style=\""text-align: center;\"">한국사회근대성 탐구</p></td><td style=\""height: 69.2px; width: 446px;\""><p style=\""text-align: center;\"">Study on Modernity and Korean Society</p></td></tr> <tr> <td style=\""height: 69.2px; width: 357px;\""><p style=\""text-align: center;\"">글로벌경제심층토론</p></td><td style=\""height: 69.2px; width: 446px;\""><p style=\""text-align: center;\"">Discussions on Global Economy</p></td></tr> <tr> <td style=\""height: 69.2px; width: 357px;\""><p style=\""text-align: center;\"">방송취재보도론</p></td><td style=\""height: 69.2px; width: 446px;\""><p style=\""text-align: center;\"">Reporting &amp; writing in Broadcasting</p></td></tr> <tr> <td style=\""height: 69.2px; width: 357px;\""><p style=\""text-align: center;\"">프로그램 기획구성론Ⅰ</p></td><td style=\""height: 69.2px; width: 446px;\""><p style=\""text-align: center;\"">Program Planning &amp; CompositionⅠ</p></td></tr> <tr> <td style=\""height: 69.2px; width: 357px;\""><p style=\""text-align: center;\"">다큐멘터리제작실습</p></td><td style=\""height: 69.2px; width: 446px;\""><p style=\""text-align: center;\"">Documentary Making: Practice</p></td></tr> <tr> <td style=\""height: 69.2px; width: 357px;\""><p style=\""text-align: center;\"">영상제작 마스터클래스</p></td><td style=\""height: 69.2px; width: 446px;\""><p style=\""text-align: center;\"">Moving Image Master Class</p></td></tr> <tr> <td style=\""height: 69.2px; width: 357px;\""><p style=\""text-align: center;\"">말하기/뉴스 캐스팅실습</p></td><td style=\""height: 69.2px; width: 446px;\""><p style=\""text-align: center;\"">Newscasting: Practice</p></td></tr> <tr> <td style=\""height: 69.2px; width: 357px;\""><p style=\""text-align: center;\"">인문교양특강과 기사쓰기Ⅱ</p></td><td style=\""height: 69.2px; width: 446px;\""><p style=\""text-align: center;\"">Lecture for Humanities and Writing Ⅱ</p></td></tr> <tr> <td style=\""height: 69.2px; width: 357px;\""><p style=\""text-align: center;\"">뉴미디어제작실습</p></td><td style=\""height: 69.2px; width: 446px;\""><p style=\""text-align: center;\"">New Media Production: Practice</p></td></tr> <tr><td rowspan=\""1\"" style=\""height: 69.2px; width: 357px;\""><p style=\""text-align: center;\"">시사현안세미나Ⅰ</p></td><td rowspan=\""1\"" style=\""height: 69.2px; width: 446px;\""><p style=\""text-align: center;\"">Current Issue Seminar Ⅰ</p></td></tr><tr> <td style=\""height: 69.2px; width: 357px;\""><p style=\""text-align: center;\"">온라인·소셜미디어실습</p></td><td style=\""height: 69.2px; width: 446px;\""><p style=\""text-align: center;\"">Online·Social Media: Practice</p></td></tr> <tr> <td style=\""height: 69.2px; width: 357px;\""><p style=\""text-align: center;\"">농업농촌문제 보도실습</p></td><td style=\""height: 69.2px; width: 446px;\""><p style=\""text-align: center;\"">Agricultural·Rural Affairs Reporting: Practice</p></td></tr> <tr> <td style=\""height: 69.2px; width: 357px;\""><p style=\""text-align: center;\"">신문/웹진편집실습</p></td><td style=\""height: 69.2px; width: 446px;\""><p style=\""text-align: center;\"">Newspaper/Webzine Editing: Practice</p></td></tr> <tr> <td style=\""height: 69.2px; width: 357px;\""><p style=\""text-align: center;\"">방송매체론</p></td><td style=\""height: 69.2px; width: 446px;\""><p style=\""text-align: center;\"">Media Ecology</p></td></tr> <tr> <td style=\""height: 69.2px; width: 357px;\""><p style=\""text-align: center;\"">문명교류와 한국문화</p></td><td style=\""height: 69.2px; width: 446px;\""><p style=\""text-align: center;\"">Civilization Exchange &amp; Korean Culture</p></td></tr> <tr> <td style=\""height: 69.2px; width: 357px;\""><p style=\""text-align: center;\"">영어매체모니터링/인터뷰실습(영어강의)</p></td><td style=\""height: 69.2px; width: 446px;\""><p style=\""text-align: center;\"">English Media Monitoring/Interviewing: Practice</p></td></tr> <tr><td rowspan=\""1\"" style=\""height: 69.2px; width: 357px;\""><p style=\""text-align: center;\"">언론윤리/법규사례연구</p></td><td rowspan=\""1\"" style=\""height: 69.2px; width: 446px;\""><p style=\""text-align: center;\"">Journalism Law and Ethics: Case Studies</p></td></tr></tbody> </table>""}]}]"
